2246.652344 2229.566406 2210.272461 2204.712158 2202.112305 2199.479736 2199.434814 2200.057129 2199.967529 2195.729736 
2181.12915 2159.246582 2146.008545 2141.990723 2137.782227 2137.818115 2145.490234 2139.798584 2137.616699 2139.006592 
2140.49707 2141.473389 2138.532715 2128.57959 2111.667725 2105.562744 2105.520752 2104.987305 2100.07959 2097.617676 
2090.083252 2062.700439 2065.515625 2082.230225 2112.115967 2122.937988 2127.118408 2123.350098 2119.016846 2116.966064 
2117.060791 2118.648438 2120.747559 2128.367432 2137.702637 2142.826416 2136.623535 2128.477539 2127.057617 2116.365234 
2113.659912 2122.510742 2102.05835 2088.342529 2086.384766 2090.241211 2096.026123 2103.75708 2104.575195 2096.475342 
2082.83252 2072.55249 2065.527588 2057.086914 2048.433594 2041.216431 2036.275269 2036.315674 2033.737305 2033.223267 
2035.523438 2029.322754 2010.077026 1988.513062 2267.881836 2251.526611 2233.916016 2215.260986 2207.904785 2208.854248 
2208.36084 2206.70874 2202.935547 2197.556152 2183.43335 2159.289795 2147.050781 2144.179443 2142.196777 2146.180908 
2149.955566 2146.372559 2143.299072 2143.302734 2144.44873 2149.094971 2152.091553 2131.236816 2118.19458 2115.164307 
2115.435547 2115.608643 2113.782959 2109.7146 2086.462158 2071.509766 2074.021973 2106.309326 2133.883301 2134.411377 
2130.481934 2125.604736 2122.406982 2119.557373 2119.349121 2119.286133 2119.558838 2125.060303 2136.689697 2146.586914 
2146.722412 2147.114258 2141.418701 2139.230469 2137.499268 2132.305664 2114.883545 2100.113281 2094.368408 2093.123291 
2096.07666 2103.44873 2110.316406 2109.359863 2096.948975 2079.114014 2069.767334 2063.697021 2055.299072 2048.063721 
2044.390259 2042.453735 2042.238281 2042.831055 2043.209473 2025.643555 2011.346313 1999.752808 2290.925293 2279.488281 
2259.434082 2231.118408 2216.65625 2217.613037 2221.985596 2217.766113 2206.656738 2196.644775 2182.805176 2162.31665 
2153.963623 2148.410889 2146.498779 2147.940918 2150.647461 2146.229248 2144.919922 2146.193848 2150.382812 2162.457031 
2157.124023 2144.737793 2134.270752 2130.651123 2129.358887 2129.368652 2126.640137 2110.789795 2091.059326 2081.171387 
2088.678711 2130.056885 2143.770996 2138.609863 2132.32251 2128.08252 2124.772217 2122.544189 2120.44043 2119.687012 
2119.928467 2124.265137 2136.268311 2147.968018 2154.512695 2159.655029 2147.804688 2139.144531 2134.21875 2127.364502 
2112.895752 2103.925781 2099.755127 2097.967529 2098.126709 2104.165039 2112.256104 2119.105713 2100.414551 2082.469971 
2073.149902 2067.189453 2058.881348 2053.550049 2048.89917 2046.464355 2046.591675 2050.79834 2047.002808 2028.991943 
2016.477173 2001.403687 2318.099854 2300.599854 2278.898438 2249.818848 2227.324463 2226.39209 2230.391113 2239.084229 
2217.668701 2202.754395 2189.230713 2168.445557 2158.12915 2154.745605 2152.84375 2152.957764 2153.997314 2148.405518 
2148.97876 2155.337158 2166.029297 2172.750244 2160.679443 2147.813721 2143.681641 2143.120117 2143.826172 2143.726562 
2137.180664 2109.643555 2092.354248 2088.674316 2104.282227 2128.798096 2153.287109 2143.04126 2133.758545 2130.322021 
2127.248047 2124.465332 2121.685791 2120.386719 2120.150879 2122.405029 2135.800781 2149.46167 2158.588623 2163.966064 
2139.319824 2130.046875 2126.460449 2122.155518 2112.792969 2106.029053 2103.723145 2102.466064 2102.927246 2107.441895 
2116.052246 2126.265137 2112.800049 2096.40332 2083.573242 2072.897949 2064.892334 2058.349609 2052.174072 2049.013184 
2048.937744 2054.604492 2052.947021 2031.214233 2017.590332 2006.042358 2336.871094 2322.172607 2295.023438 2266.377441 
2242.098877 2238.897705 2242.127197 2254.537598 2237.196045 2217.801514 2202.19043 2185.736572 2169.48877 2158.61377 
2156.522217 2156.500977 2157.172363 2159.227051 2162.851318 2173.012451 2184.427246 2167.390137 2148.037842 2144.874023 
2143.20166 2143.698242 2147.289795 2150.596191 2135.772217 2108.040527 2096.880859 2101.244873 2111.841797 2128.464111 
2149.928223 2150.570557 2138.24707 2132.20459 2128.600098 2124.858887 2121.633545 2120.503906 2120.442383 2122.727295 
2136.010986 2152.033447 2163.147705 2158.178955 2129.157959 2121.940674 2121.194092 2118.574951 2113.169434 2110.138184 
