2.246652343750000000e+03 2.229566406250000000e+03 2.210272460937500000e+03 2.204712158203125000e+03 2.202112304687500000e+03 2.199479736328125000e+03 2.199434814453125000e+03 2.200057128906250000e+03 2.199967529296875000e+03 2.195729736328125000e+03 2.181129150390625000e+03 2.159246582031250000e+03 2.146008544921875000e+03 2.141990722656250000e+03 2.137782226562500000e+03 2.137818115234375000e+03 2.145490234375000000e+03 2.139798583984375000e+03 2.137616699218750000e+03 2.139006591796875000e+03 2.140497070312500000e+03 2.141473388671875000e+03 2.138532714843750000e+03 2.128579589843750000e+03 2.111667724609375000e+03 2.105562744140625000e+03 2.105520751953125000e+03 2.104987304687500000e+03 2.100079589843750000e+03 2.097617675781250000e+03 2.090083251953125000e+03 2.062700439453125000e+03 2.065515625000000000e+03 2.082230224609375000e+03 2.112115966796875000e+03 2.122937988281250000e+03 2.127118408203125000e+03 2.123350097656250000e+03 2.119016845703125000e+03 2.116966064453125000e+03 2.117060791015625000e+03 2.118648437500000000e+03 2.120747558593750000e+03 2.128367431640625000e+03 2.137702636718750000e+03 2.142826416015625000e+03 2.136623535156250000e+03 2.128477539062500000e+03 2.127057617187500000e+03 2.116365234375000000e+03 2.113659912109375000e+03 2.122510742187500000e+03 2.102058349609375000e+03 2.088342529296875000e+03 2.086384765625000000e+03 2.090241210937500000e+03 2.096026123046875000e+03 2.103757080078125000e+03 2.104575195312500000e+03 2.096475341796875000e+03 2.082832519531250000e+03 2.072552490234375000e+03 2.065527587890625000e+03 2.057086914062500000e+03 2.048433593750000000e+03 2.041216430664062500e+03 2.036275268554687500e+03 2.036315673828125000e+03 2.033737304687500000e+03 2.033223266601562500e+03 2.035523437500000000e+03 2.029322753906250000e+03 2.010077026367187500e+03 1.988513061523437500e+03
2.267881835937500000e+03 2.251526611328125000e+03 2.233916015625000000e+03 2.215260986328125000e+03 2.207904785156250000e+03 2.208854248046875000e+03 2.208360839843750000e+03 2.206708740234375000e+03 2.202935546875000000e+03 2.197556152343750000e+03 2.183433349609375000e+03 2.159289794921875000e+03 2.147050781250000000e+03 2.144179443359375000e+03 2.142196777343750000e+03 2.146180908203125000e+03 2.149955566406250000e+03 2.146372558593750000e+03 2.143299072265625000e+03 2.143302734375000000e+03 2.144448730468750000e+03 2.149094970703125000e+03 2.152091552734375000e+03 2.131236816406250000e+03 2.118194580078125000e+03 2.115164306640625000e+03 2.115435546875000000e+03 2.115608642578125000e+03 2.113782958984375000e+03 2.109714599609375000e+03 2.086462158203125000e+03 2.071509765625000000e+03 2.074021972656250000e+03 2.106309326171875000e+03 2.133883300781250000e+03 2.134411376953125000e+03 2.130481933593750000e+03 2.125604736328125000e+03 2.122406982421875000e+03 2.119557373046875000e+03 2.119349121093750000e+03 2.119286132812500000e+03 2.119558837890625000e+03 2.125060302734375000e+03 2.136689697265625000e+03 2.146586914062500000e+03 2.146722412109375000e+03 2.147114257812500000e+03 2.141418701171875000e+03 2.139230468750000000e+03 2.137499267578125000e+03 2.132305664062500000e+03 2.114883544921875000e+03 2.100113281250000000e+03 2.094368408203125000e+03 2.093123291015625000e+03 2.096076660156250000e+03 2.103448730468750000e+03 2.110316406250000000e+03 2.109359863281250000e+03 2.096948974609375000e+03 2.079114013671875000e+03 2.069767333984375000e+03 2.063697021484375000e+03 2.055299072265625000e+03 2.048063720703125000e+03 2.044390258789062500e+03 2.042453735351562500e+03 2.042238281250000000e+03 2.042831054687500000e+03 2.043209472656250000e+03 2.025643554687500000e+03 2.011346313476562500e+03 1.999752807617187500e+03
2.290925292968750000e+03 2.279488281250000000e+03 2.259434082031250000e+03 2.231118408203125000e+03 2.216656250000000000e+03 2.217613037109375000e+03 2.221985595703125000e+03 2.217766113281250000e+03 2.206656738281250000e+03 2.196644775390625000e+03 2.182805175781250000e+03 2.162316650390625000e+03 2.153963623046875000e+03 2.148410888671875000e+03 2.146498779296875000e+03 2.147940917968750000e+03 2.150647460937500000e+03 2.146229248046875000e+03 2.144919921875000000e+03 2.146193847656250000e+03 2.150382812500000000e+03 2.162457031250000000e+03 2.157124023437500000e+03 2.144737792968750000e+03 2.134270751953125000e+03 2.130651123046875000e+03 2.129358886718750000e+03 2.129368652343750000e+03 2.126640136718750000e+03 2.110789794921875000e+03 2.091059326171875000e+03 2.081171386718750000e+03 2.088678710937500000e+03 2.130056884765625000e+03 2.143770996093750000e+03 2.138609863281250000e+03 2.132322509765625000e+03 2.128082519531250000e+03 2.124772216796875000e+03 2.122544189453125000e+03 2.120440429687500000e+03 2.119687011718750000e+03 2.119928466796875000e+03 2.124265136718750000e+03 2.136268310546875000e+03 2.147968017578125000e+03 2.154512695312500000e+03 2.159655029296875000e+03 2.147804687500000000e+03 2.139144531250000000e+03 2.134218750000000000e+03 2.127364501953125000e+03 2.112895751953125000e+03 2.103925781250000000e+03 2.099755126953125000e+03 2.097967529296875000e+03 2.098126708984375000e+03 2.104165039062500000e+03 2.112256103515625000e+03 2.119105712890625000e+03 2.100414550781250000e+03 2.082469970703125000e+03 2.073149902343750000e+03 2.067189453125000000e+03 2.058881347656250000e+03 2.053550048828125000e+03 2.048899169921875000e+03 2.046464355468750000e+03 2.046591674804687500e+03 2.050798339843750000e+03 2.047002807617187500e+03 2.028991943359375000e+03 2.016477172851562500e+03 2.001403686523437500e+03
2.318099853515625000e+03 2.300599853515625000e+03 2.278898437500000000e+03 2.249818847656250000e+03 2.227324462890625000e+03 2.226392089843750000e+03 2.230391113281250000e+03 2.239084228515625000e+03 2.217668701171875000e+03 2.202754394531250000e+03 2.189230712890625000e+03 2.168445556640625000e+03 2.158129150390625000e+03 2.154745605468750000e+03 2.152843750000000000e+03 2.152957763671875000e+03 2.153997314453125000e+03 2.148405517578125000e+03 2.148978759765625000e+03 2.155337158203125000e+03 2.166029296875000000e+03 2.172750244140625000e+03 2.160679443359375000e+03 2.147813720703125000e+03 2.143681640625000000e+03 2.143120117187500000e+03 2.143826171875000000e+03 2.143726562500000000e+03 2.137180664062500000e+03 2.109643554687500000e+03 2.092354248046875000e+03 2.088674316406250000e+03 2.104282226562500000e+03 2.128798095703125000e+03 2.153287109375000000e+03 2.143041259765625000e+03 2.133758544921875000e+03 2.130322021484375000e+03 2.127248046875000000e+03 2.124465332031250000e+03 2.121685791015625000e+03 2.120386718750000000e+03 2.120150878906250000e+03 2.122405029296875000e+03 2.135800781250000000e+03 2.149461669921875000e+03 2.158588623046875000e+03 2.163966064453125000e+03 2.139319824218750000e+03 2.130046875000000000e+03 2.126460449218750000e+03 2.122155517578125000e+03 2.112792968750000000e+03 2.106029052734375000e+03 2.103723144531250000e+03 2.102466064453125000e+03 2.102927246093750000e+03 2.107441894531250000e+03 2.116052246093750000e+03 2.126265136718750000e+03 2.112800048828125000e+03 2.096403320312500000e+03 2.083573242187500000e+03 2.072897949218750000e+03 2.064892333984375000e+03 2.058349609375000000e+03 2.052174072265625000e+03 2.049013183593750000e+03 2.048937744140625000e+03 2.054604492187500000e+03 2.052947021484375000e+03 2.031214233398437500e+03 2.017590332031250000e+03 2.006042358398437500e+03
2.336871093750000000e+03 2.322172607421875000e+03 2.295023437500000000e+03 2.266377441406250000e+03 2.242098876953125000e+03 2.238897705078125000e+03 2.242127197265625000e+03 2.254537597656250000e+03 2.237196044921875000e+03 2.217801513671875000e+03 2.202190429687500000e+03 2.185736572265625000e+03 2.169488769531250000e+03 2.158613769531250000e+03 2.156522216796875000e+03 2.156500976562500000e+03 2.157172363281250000e+03 2.159227050781250000e+03 2.162851318359375000e+03 2.173012451171875000e+03 2.184427246093750000e+03 2.167390136718750000e+03 2.148037841796875000e+03 2.144874023437500000e+03 2.143201660156250000e+03 2.143698242187500000e+03 2.147289794921875000e+03 2.150596191406250000e+03 2.135772216796875000e+03 2.108040527343750000e+03 2.096880859375000000e+03 2.101244873046875000e+03 2.111841796875000000e+03 2.128464111328125000e+03 2.149928222656250000e+03 2.150570556640625000e+03 2.138247070312500000e+03 2.132204589843750000e+03 2.128600097656250000e+03 2.124858886718750000e+03 2.121633544921875000e+03 2.120503906250000000e+03 2.120442382812500000e+03 2.122727294921875000e+03 2.136010986328125000e+03 2.152033447265625000e+03 2.163147705078125000e+03 2.158178955078125000e+03 2.129157958984375000e+03 2.121940673828125000e+03 2.121194091796875000e+03 2.118574951171875000e+03 2.113169433593750000e+03 2.110138183593750000e+03 2.107887695312500000e+03 2.106236816406250000e+03 2.106708984375000000e+03 2.109807128906250000e+03 2.118537353515625000e+03 2.128066894531250000e+03 2.125716064453125000e+03 2.111966552734375000e+03 2.094322021484375000e+03 2.082181152343750000e+03 2.071190917968750000e+03 2.062076904296875000e+03 2.055843017578125000e+03 2.049430175781250000e+03 2.048885986328125000e+03 2.051173339843750000e+03 2.058046875000000000e+03 2.040879760742187500e+03 2.028992187500000000e+03 2.000031982421875000e+03
2.345422363281250000e+03 2.330932128906250000e+03 2.308715332031250000e+03 2.280663574218750000e+03 2.255795898437500000e+03 2.250230957031250000e+03 2.250135742187500000e+03 2.266377441406250000e+03 2.250561279296875000e+03 2.233412841796875000e+03 2.218443359375000000e+03 2.203090087890625000e+03 2.186802490234375000e+03 2.172117919921875000e+03 2.158779052734375000e+03 2.159103759765625000e+03 2.162594726562500000e+03 2.170863769531250000e+03 2.180597900390625000e+03 2.193775146484375000e+03 2.176991455078125000e+03 2.157405517578125000e+03 2.145112548828125000e+03 2.143046386718750000e+03 2.142162353515625000e+03 2.143138671875000000e+03 2.145322753906250000e+03 2.140498291015625000e+03 2.122349609375000000e+03 2.110256591796875000e+03 2.101127441406250000e+03 2.102234130859375000e+03 2.113069824218750000e+03 2.131462890625000000e+03 2.149751953125000000e+03 2.160439453125000000e+03 2.147421142578125000e+03 2.133849609375000000e+03 2.130090576171875000e+03 2.125626464843750000e+03 2.122353515625000000e+03 2.120504394531250000e+03 2.120493408203125000e+03 2.123887695312500000e+03 2.140613769531250000e+03 2.151634765625000000e+03 2.159316406250000000e+03 2.149538574218750000e+03 2.122095214843750000e+03 2.120476318359375000e+03 2.118874755859375000e+03 2.116997558593750000e+03 2.113296386718750000e+03 2.112287353515625000e+03 2.112167480468750000e+03 2.110499267578125000e+03 2.109959716796875000e+03 2.112204833984375000e+03 2.120202636718750000e+03 2.128062988281250000e+03 2.120536376953125000e+03 2.109659179687500000e+03 2.096874511718750000e+03 2.086593261718750000e+03 2.075763427734375000e+03 2.063960205078125000e+03 2.049368896484375000e+03 2.045453369140625000e+03 2.044157592773437500e+03 2.044664306640625000e+03 2.051590332031250000e+03 2.040804443359375000e+03 2.018661743164062500e+03 1.994208251953125000e+03
2.347698242187500000e+03 2.336322265625000000e+03 2.314314941406250000e+03 2.293404296875000000e+03 2.276072998046875000e+03 2.263979248046875000e+03 2.262222412109375000e+03 2.278020019531250000e+03 2.265259033203125000e+03 2.245913085937500000e+03 2.229486328125000000e+03 2.215463623046875000e+03 2.199518798828125000e+03 2.187536865234375000e+03 2.171126708984375000e+03 2.170224853515625000e+03 2.173922363281250000e+03 2.182936035156250000e+03 2.186359130859375000e+03 2.176286865234375000e+03 2.156475585937500000e+03 2.143148193359375000e+03 2.138359375000000000e+03 2.138659912109375000e+03 2.140307617187500000e+03 2.139584228515625000e+03 2.137356445312500000e+03 2.129864013671875000e+03 2.119965087890625000e+03 2.110957275390625000e+03 2.105265380859375000e+03 2.107776611328125000e+03 2.117387207031250000e+03 2.129711181640625000e+03 2.145587158203125000e+03 2.163664062500000000e+03 2.151578125000000000e+03 2.135384765625000000e+03 2.131525146484375000e+03 2.128897949218750000e+03 2.124447753906250000e+03 2.121706054687500000e+03 2.121907714843750000e+03 2.127568115234375000e+03 2.139251464843750000e+03 2.146987060546875000e+03 2.154841796875000000e+03 2.139490966796875000e+03 2.120982177734375000e+03 2.119036132812500000e+03 2.117673583984375000e+03 2.116174072265625000e+03 2.114246093750000000e+03 2.114012451171875000e+03 2.115314697265625000e+03 2.116582031250000000e+03 2.113910888671875000e+03 2.114803466796875000e+03 2.121139892578125000e+03 2.126294189453125000e+03 2.118315429687500000e+03 2.106927001953125000e+03 2.096157470703125000e+03 2.089137695312500000e+03 2.080770751953125000e+03 2.065665039062500000e+03 2.049340820312500000e+03 2.045092773437500000e+03 2.039077514648437500e+03 2.037516845703125000e+03 2.030383911132812500e+03 2.015883056640625000e+03 2.000398559570312500e+03 1.980527221679687500e+03
2.345489990234375000e+03 2.337236328125000000e+03 2.322254150390625000e+03 2.305831787109375000e+03 2.300326171875000000e+03 2.283408691406250000e+03 2.276764160156250000e+03 2.278521240234375000e+03 2.274943359375000000e+03 2.254056396484375000e+03 2.236380126953125000e+03 2.221983154296875000e+03 2.212174072265625000e+03 2.200270996093750000e+03 2.182041503906250000e+03 2.179525146484375000e+03 2.179457275390625000e+03 2.175506591796875000e+03 2.171134765625000000e+03 2.159476318359375000e+03 2.140788574218750000e+03 2.134570312500000000e+03 2.132333251953125000e+03 2.136257324218750000e+03 2.137223388671875000e+03 2.135711669921875000e+03 2.131654541015625000e+03 2.121729003906250000e+03 2.115772705078125000e+03 2.111003662109375000e+03 2.109654541015625000e+03 2.114757080078125000e+03 2.123396240234375000e+03 2.130146484375000000e+03 2.143982910156250000e+03 2.159994384765625000e+03 2.155846191406250000e+03 2.143384765625000000e+03 2.134858642578125000e+03 2.132789306640625000e+03 2.127519287109375000e+03 2.124886718750000000e+03 2.125608642578125000e+03 2.130300048828125000e+03 2.138837890625000000e+03 2.146020019531250000e+03 2.151967773437500000e+03 2.136111816406250000e+03 2.120278564453125000e+03 2.118914550781250000e+03 2.116481201171875000e+03 2.115061523437500000e+03 2.115230224609375000e+03 2.116406250000000000e+03 2.122249511718750000e+03 2.123245605468750000e+03 2.118682617187500000e+03 2.118733886718750000e+03 2.121935791015625000e+03 2.125309814453125000e+03 2.118287109375000000e+03 2.106890380859375000e+03 2.096572509765625000e+03 2.093004150390625000e+03 2.081388427734375000e+03 2.069593017578125000e+03 2.056994873046875000e+03 2.047657714843750000e+03 2.038924194335937500e+03 2.032068481445312500e+03 2.020783203125000000e+03 2.006408081054687500e+03 1.991127807617187500e+03 1.977585327148437500e+03
2.344493408203125000e+03 2.336199951171875000e+03 2.327629638671875000e+03 2.319163330078125000e+03 2.316882568359375000e+03 2.299205566406250000e+03 2.288334228515625000e+03 2.287056152343750000e+03 2.281616455078125000e+03 2.263108886718750000e+03 2.241723388671875000e+03 2.232251220703125000e+03 2.225170898437500000e+03 2.209743408203125000e+03 2.195944091796875000e+03 2.186679443359375000e+03 2.185447265625000000e+03 2.166687988281250000e+03 2.156252929687500000e+03 2.143000488281250000e+03 2.132936523437500000e+03 2.127516845703125000e+03 2.127549072265625000e+03 2.133010986328125000e+03 2.134616699218750000e+03 2.130343505859375000e+03 2.123331298828125000e+03 2.117570556640625000e+03 2.113061523437500000e+03 2.111490478515625000e+03 2.112631835937500000e+03 2.119258056640625000e+03 2.126113525390625000e+03 2.132845458984375000e+03 2.145561523437500000e+03 2.159168212890625000e+03 2.162946777343750000e+03 2.155903320312500000e+03 2.143149414062500000e+03 2.135635986328125000e+03 2.132770019531250000e+03 2.128931396484375000e+03 2.129121337890625000e+03 2.132463378906250000e+03 2.139114013671875000e+03 2.145590576171875000e+03 2.150022460937500000e+03 2.135387695312500000e+03 2.121501953125000000e+03 2.119721679687500000e+03 2.112926757812500000e+03 2.111999267578125000e+03 2.112516845703125000e+03 2.116982421875000000e+03 2.122258056640625000e+03 2.124787841796875000e+03 2.120758056640625000e+03 2.118811523437500000e+03 2.119568359375000000e+03 2.122925781250000000e+03 2.120648925781250000e+03 2.110415039062500000e+03 2.104741699218750000e+03 2.097093750000000000e+03 2.077545654296875000e+03 2.069832519531250000e+03 2.062933593750000000e+03 2.062835937500000000e+03 2.050623291015625000e+03 2.033214721679687500e+03 2.025126464843750000e+03 2.013326171875000000e+03 1.996696777343750000e+03 1.988951538085937500e+03
2.343095458984375000e+03 2.337268554687500000e+03 2.330865234375000000e+03 2.329253662109375000e+03 2.319015380859375000e+03 2.304715576171875000e+03 2.292385986328125000e+03 2.287867431640625000e+03 2.282454101562500000e+03 2.268508300781250000e+03 2.249348388671875000e+03 2.239681152343750000e+03 2.238833496093750000e+03 2.234801269531250000e+03 2.212873779296875000e+03 2.198993652343750000e+03 2.187426269531250000e+03 2.164099365234375000e+03 2.149479980468750000e+03 2.138418945312500000e+03 2.130095703125000000e+03 2.124800537109375000e+03 2.122424316406250000e+03 2.122099365234375000e+03 2.122139404296875000e+03 2.126013916015625000e+03 2.120815185546875000e+03 2.116003662109375000e+03 2.112827880859375000e+03 2.112759765625000000e+03 2.117819335937500000e+03 2.124011962890625000e+03 2.129413574218750000e+03 2.137786865234375000e+03 2.148281982421875000e+03 2.163322998046875000e+03 2.166904052734375000e+03 2.160831542968750000e+03 2.145965332031250000e+03 2.141363769531250000e+03 2.139940429687500000e+03 2.131936523437500000e+03 2.131986083984375000e+03 2.136106201171875000e+03 2.142763671875000000e+03 2.147877685546875000e+03 2.152041503906250000e+03 2.142299316406250000e+03 2.134224121093750000e+03 2.120443359375000000e+03 2.109506591796875000e+03 2.109304931640625000e+03 2.109639648437500000e+03 2.113708251953125000e+03 2.121072509765625000e+03 2.125433349609375000e+03 2.121895263671875000e+03 2.117148193359375000e+03 2.113873535156250000e+03 2.116002197265625000e+03 2.116615478515625000e+03 2.116298339843750000e+03 2.111450927734375000e+03 2.102030029296875000e+03 2.083290039062500000e+03 2.072483886718750000e+03 2.071594238281250000e+03 2.071979248046875000e+03 2.061729980468750000e+03 2.050718017578125000e+03 2.037336914062500000e+03 2.025504394531250000e+03 2.001850952148437500e+03 1.993958496093750000e+03
